èáà ,ëIéËñº,age,debut_year,tall,weight,pro_year,position,bt,Date,Home Tm,Away Tm,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
20,Cesar Hernandez,26, 5/29/2013,177.8,83.00880000000001,0,2B,S/R,2016-10-01,Philadelphia Phillies,New York Mets,4,4,0,1,0,0,0,0,0,0,0,0,0,.293,.370,.392,.762
20,Cesar Hernandez,26, 5/29/2013,177.8,83.00880000000001,0,2B,S/R,2016-10-02,Philadelphia Phillies,New York Mets,4,4,1,2,0,0,0,1,0,1,0,0,0,.294,.371,.393,.764
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-04-04,Atlanta Braves,Washington Nationals,4,3,0,0,0,0,0,0,1,2,0,0,0,.000,.250,.000,.250
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-04-06,Atlanta Braves,Washington Nationals,4,3,1,1,0,0,0,0,1,0,0,0,0,.167,.375,.167,.542
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-04-08,Atlanta Braves,St. Louis Cardinals,4,4,1,1,0,0,0,1,0,0,0,0,0,.200,.333,.200,.533
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-04-09,Atlanta Braves,St. Louis Cardinals,4,4,1,1,1,0,0,1,0,0,0,0,0,.214,.313,.286,.599
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-04-10,Atlanta Braves,St. Louis Cardinals,6,6,1,3,3,0,0,2,0,2,0,0,0,.300,.364,.500,.864
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-04-11,Washington Nationals,Atlanta Braves,4,4,0,2,2,0,0,2,0,0,0,0,0,.333,.385,.583,.968
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-04-12,Washington Nationals,Atlanta Braves,4,3,0,0,0,0,0,0,1,0,0,0,0,.296,.367,.519,.886
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-04-13,Washington Nationals,Atlanta Braves,4,2,0,0,0,0,0,0,2,0,0,0,0,.276,.382,.483,.865
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-04-14,Washington Nationals,Atlanta Braves,4,4,0,2,1,0,0,2,0,0,0,0,0,.303,.395,.515,.910
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-04-15,Miami Marlins,Atlanta Braves,4,3,1,1,0,0,0,1,1,1,0,0,0,.306,.405,.500,.905
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-04-16,Miami Marlins,Atlanta Braves,5,5,1,3,1,0,0,3,0,0,0,0,0,.341,.426,.537,.963
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-04-17,Miami Marlins,Atlanta Braves,5,4,1,1,1,0,0,0,1,1,0,0,0,.333,.423,.533,.956
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-04-19,Atlanta Braves,Los Angeles Dodgers,5,4,0,1,0,0,0,0,0,1,0,0,1,.327,.421,.510,.931
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-04-20,Atlanta Braves,Los Angeles Dodgers,5,3,0,0,0,0,0,0,2,0,0,0,0,.308,.419,.481,.900
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-04-21,Atlanta Braves,Los Angeles Dodgers,1,1,0,0,0,0,0,0,0,1,0,0,0,.302,.413,.472,.885
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-04-22,Atlanta Braves,New York Mets,5,4,0,0,0,0,0,0,1,2,0,0,0,.281,.397,.439,.836
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-04-23,Atlanta Braves,New York Mets,5,4,1,1,0,0,0,1,0,1,0,0,1,.279,.397,.426,.823
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-04-24,Atlanta Braves,New York Mets,5,5,0,3,0,0,0,1,0,1,0,0,0,.303,.410,.439,.849
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-04-25,Atlanta Braves,Boston Red Sox,4,2,0,0,0,0,0,0,2,1,0,0,0,.294,.415,.426,.841
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-04-26,Atlanta Braves,Boston Red Sox,5,5,0,0,0,0,0,1,0,1,0,0,0,.274,.391,.397,.788
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-04-27,Boston Red Sox,Atlanta Braves,5,4,1,1,1,0,0,1,1,0,0,0,0,.273,.391,.403,.794
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-04-28,Boston Red Sox,Atlanta Braves,5,5,0,4,1,0,0,3,0,0,0,0,0,.305,.412,.439,.851
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-04-29,Chicago Cubs,Atlanta Braves,4,4,0,1,0,0,0,0,0,1,0,0,0,.302,.406,.430,.836
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-05-01,Chicago Cubs,Atlanta Braves,5,2,1,0,0,0,0,1,2,0,0,0,0,.295,.406,.420,.826
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-05-02,New York Mets,Atlanta Braves,4,4,0,1,0,0,0,0,0,2,0,0,0,.293,.400,.413,.813
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-05-03,New York Mets,Atlanta Braves,5,4,0,0,0,0,0,0,1,0,0,0,0,.281,.391,.396,.787
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-05-06,Atlanta Braves,Arizona Diamondbacks,4,4,1,2,0,0,0,0,0,1,0,0,0,.290,.395,.400,.795
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-05-07,Atlanta Braves,Arizona Diamondbacks,4,4,0,0,0,0,0,0,0,0,0,0,0,.279,.382,.385,.767
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-05-08,Atlanta Braves,Arizona Diamondbacks,6,5,1,3,0,0,0,0,1,0,0,0,0,.294,.395,.394,.789
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-05-10,Atlanta Braves,Philadelphia Phillies,4,3,0,0,0,0,0,0,1,1,0,0,0,.286,.391,.384,.775
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-05-11,Atlanta Braves,Philadelphia Phillies,4,3,0,1,0,0,0,1,0,0,0,0,0,.287,.387,.383,.770
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-05-12,Atlanta Braves,Philadelphia Phillies,5,5,0,0,0,0,0,0,0,3,0,0,0,.275,.373,.367,.740
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-05-13,Kansas City Royals,Atlanta Braves,4,4,0,0,0,0,0,0,0,0,0,0,0,.266,.363,.355,.718
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-05-14,Kansas City Royals,Atlanta Braves,5,3,1,0,0,0,0,0,2,2,0,0,0,.260,.364,.346,.710
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-05-15,Kansas City Royals,Atlanta Braves,6,5,0,1,0,0,0,0,1,1,0,0,0,.258,.363,.341,.704
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-05-16,Pittsburgh Pirates,Atlanta Braves,5,4,0,1,1,0,0,0,1,1,0,0,0,.257,.364,.346,.710
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-05-17,Pittsburgh Pirates,Atlanta Braves,5,4,1,2,0,0,0,1,1,1,0,0,0,.264,.371,.350,.721
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-05-18,Pittsburgh Pirates,Atlanta Braves,5,4,0,1,0,0,0,0,1,0,0,0,0,.264,.372,.347,.719
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-05-19,Pittsburgh Pirates,Atlanta Braves,4,4,0,0,0,0,0,0,0,1,0,0,0,.257,.364,.338,.702
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-05-20,Philadelphia Phillies,Atlanta Braves,5,4,1,1,0,0,1,2,1,0,0,0,0,.257,.365,.355,.720
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-05-21,Philadelphia Phillies,Atlanta Braves,4,3,1,0,0,0,0,0,1,1,0,0,0,.252,.362,.348,.710
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-05-22,Philadelphia Phillies,Atlanta Braves,4,4,0,0,0,0,0,0,0,0,0,0,0,.245,.354,.340,.694
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-05-24,Atlanta Braves,Milwaukee Brewers,4,2,0,0,0,0,0,0,2,1,0,0,0,.242,.358,.335,.693
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-05-25,Atlanta Braves,Milwaukee Brewers,6,6,0,0,0,0,0,0,0,1,0,0,0,.234,.347,.323,.670
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-05-26,Atlanta Braves,Milwaukee Brewers,1,1,0,0,0,0,0,0,0,0,0,0,0,.232,.345,.321,.666
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-05-27,Atlanta Braves,Miami Marlins,5,4,0,2,0,0,0,2,1,1,0,0,0,.238,.351,.326,.677
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-05-28,Atlanta Braves,Miami Marlins,4,3,1,1,0,0,0,2,0,1,0,0,0,.240,.349,.326,.675
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-05-29,Atlanta Braves,Miami Marlins,4,4,0,1,1,0,0,0,0,1,0,0,0,.240,.347,.330,.677
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-05-30,Atlanta Braves,San Francisco Giants,4,4,1,2,1,0,0,1,0,1,0,0,0,.246,.350,.339,.689
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-05-31,Atlanta Braves,San Francisco Giants,3,3,0,0,0,0,0,0,0,0,0,0,0,.242,.345,.333,.678
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-06-01,Atlanta Braves,San Francisco Giants,4,4,0,1,0,0,0,0,0,1,0,0,0,.242,.344,.332,.676
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-06-03,Los Angeles Dodgers,Atlanta Braves,4,4,0,0,0,0,0,0,0,0,0,0,0,.237,.338,.325,.663
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-06-04,Los Angeles Dodgers,Atlanta Braves,4,4,0,1,0,0,0,0,0,2,0,0,0,.237,.336,.323,.659
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-06-05,Los Angeles Dodgers,Atlanta Braves,4,4,1,3,0,0,0,2,0,1,0,0,0,.248,.343,.332,.675
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-06-06,San Diego Padres,Atlanta Braves,4,4,0,0,0,0,0,0,0,0,0,0,0,.243,.338,.325,.663
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-06-07,San Diego Padres,Atlanta Braves,4,2,0,1,1,0,0,2,1,0,0,0,0,.245,.340,.332,.672
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-06-08,San Diego Padres,Atlanta Braves,5,5,0,2,0,0,0,1,0,1,0,0,0,.249,.341,.333,.674
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-06-10,Atlanta Braves,Chicago Cubs,5,5,0,0,0,0,0,0,0,0,0,0,0,.243,.335,.326,.661
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-06-11,Atlanta Braves,Chicago Cubs,4,4,1,1,1,0,0,0,0,0,0,0,0,.243,.333,.329,.662
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-06-12,Atlanta Braves,Chicago Cubs,4,3,0,1,0,0,0,0,1,0,0,0,0,.244,.336,.329,.665
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-06-13,Atlanta Braves,Cincinnati Reds,5,5,1,0,0,0,0,0,0,0,0,0,0,.239,.330,.322,.652
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-06-14,Atlanta Braves,Cincinnati Reds,4,4,0,1,0,0,0,0,0,0,0,0,0,.239,.328,.321,.649
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-06-15,Atlanta Braves,Cincinnati Reds,7,5,2,2,0,0,0,0,2,1,0,0,0,.243,.335,.322,.657
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-06-16,Atlanta Braves,Cincinnati Reds,4,4,1,1,1,0,0,2,0,0,0,0,0,.243,.333,.325,.658
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-06-17,New York Mets,Atlanta Braves,5,4,0,1,0,0,0,1,1,0,0,0,0,.243,.334,.324,.658
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-06-18,New York Mets,Atlanta Braves,4,4,0,0,0,0,0,0,0,1,0,0,0,.239,.330,.319,.649
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-06-19,New York Mets,Atlanta Braves,5,5,1,2,0,0,1,2,0,1,0,0,0,.242,.331,.332,.663
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-06-21,Miami Marlins,Atlanta Braves,4,3,0,1,0,0,0,0,1,0,0,0,0,.243,.333,.332,.665
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-06-22,Miami Marlins,Atlanta Braves,4,4,0,1,0,0,0,0,0,0,0,0,0,.243,.332,.331,.663
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-06-23,Atlanta Braves,New York Mets,4,4,2,2,1,0,0,0,0,1,0,0,0,.247,.334,.337,.671
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-06-24,Atlanta Braves,New York Mets,4,4,1,2,2,0,0,0,0,1,0,0,0,.251,.337,.347,.684
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-06-25,Atlanta Braves,New York Mets,5,5,0,2,0,0,0,0,0,0,0,0,0,.254,.338,.348,.686
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-06-26,Atlanta Braves,New York Mets,4,4,1,2,1,0,0,1,0,1,0,0,0,.257,.340,.354,.694
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-06-27,Atlanta Braves,Cleveland Indians,4,3,0,0,0,0,0,1,0,0,0,0,0,.254,.335,.350,.685
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-06-28,Atlanta Braves,Cleveland Indians,4,4,0,0,0,0,0,0,0,2,0,0,0,.251,.331,.345,.676
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-06-29,Atlanta Braves,Cleveland Indians,4,4,0,2,1,0,0,0,0,2,0,0,0,.254,.333,.351,.684
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-06-30,Atlanta Braves,Miami Marlins,5,5,1,2,0,0,0,1,0,0,0,0,0,.257,.334,.351,.685
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-07-01,Atlanta Braves,Miami Marlins,6,4,1,1,0,0,0,0,2,0,0,0,0,.257,.337,.350,.687
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-07-02,Atlanta Braves,Miami Marlins,4,4,1,1,0,0,0,0,0,1,0,0,0,.257,.336,.349,.685
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-07-03,Atlanta Braves,Miami Marlins,4,4,0,0,0,0,0,0,0,0,0,0,0,.253,.332,.344,.676
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-07-04,Philadelphia Phillies,Atlanta Braves,4,3,0,1,0,0,0,1,1,1,0,0,0,.254,.334,.344,.678
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-07-05,Philadelphia Phillies,Atlanta Braves,3,3,0,1,0,0,0,0,0,0,0,0,0,.255,.334,.344,.678
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-07-06,Philadelphia Phillies,Atlanta Braves,4,4,0,1,0,0,0,0,0,0,0,0,0,.255,.333,.343,.676
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-07-07,Chicago Cubs,Atlanta Braves,5,5,2,2,0,0,2,3,0,2,0,0,0,.257,.334,.362,.696
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-07-08,Chicago White Sox,Atlanta Braves,5,5,2,1,0,0,1,1,0,2,0,0,0,.256,.332,.369,.701
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-07-09,Chicago White Sox,Atlanta Braves,4,4,0,1,0,0,0,0,0,1,0,0,0,.256,.332,.367,.699
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-07-10,Chicago White Sox,Atlanta Braves,4,4,0,0,0,0,0,0,0,0,0,0,0,.253,.328,.363,.691
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-07-15,Atlanta Braves,Colorado Rockies,4,3,0,1,0,0,0,0,1,0,0,0,0,.254,.330,.363,.693
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-07-16,Atlanta Braves,Colorado Rockies,4,4,0,1,0,0,0,0,0,0,0,0,0,.254,.329,.362,.691
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-07-17,Atlanta Braves,Colorado Rockies,4,2,0,0,0,0,0,0,2,0,0,0,0,.252,.331,.359,.690
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-07-18,Cincinnati Reds,Atlanta Braves,4,4,0,2,0,0,0,0,0,0,0,0,0,.255,.332,.361,.693
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-07-19,Cincinnati Reds,Atlanta Braves,5,5,2,3,0,0,0,0,0,0,0,0,0,.260,.336,.364,.700
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-07-20,Cincinnati Reds,Atlanta Braves,4,4,0,1,1,0,0,0,0,0,0,0,0,.260,.335,.366,.701
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-07-21,Colorado Rockies,Atlanta Braves,4,3,0,1,0,0,0,0,1,1,0,0,0,.260,.337,.366,.703
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-07-22,Colorado Rockies,Atlanta Braves,4,4,0,1,0,0,0,1,0,1,0,0,0,.260,.336,.364,.700
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-07-23,Colorado Rockies,Atlanta Braves,4,3,0,2,1,0,0,0,1,0,0,0,0,.264,.340,.370,.710
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-07-24,Colorado Rockies,Atlanta Braves,4,2,0,0,0,0,0,1,2,1,0,0,0,.262,.341,.368,.709
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-07-26,Minnesota Twins,Atlanta Braves,4,4,0,0,0,0,0,0,0,1,0,0,0,.259,.338,.364,.702
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-07-27,Minnesota Twins,Atlanta Braves,5,5,0,1,0,0,0,1,0,2,0,0,0,.259,.336,.361,.697
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-07-28,Atlanta Braves,Philadelphia Phillies,5,3,1,1,0,0,0,0,2,2,0,0,0,.259,.339,.361,.700
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-07-29,Atlanta Braves,Philadelphia Phillies,4,3,0,3,2,0,0,1,1,0,0,0,0,.265,.345,.371,.716
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-07-30,Atlanta Braves,Philadelphia Phillies,5,5,0,1,0,0,0,1,0,1,0,0,0,.264,.344,.369,.713
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-07-31,Atlanta Braves,Philadelphia Phillies,4,3,1,1,0,0,0,0,1,0,0,0,0,.265,.345,.369,.714
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-08-02,Atlanta Braves,Pittsburgh Pirates,4,4,1,2,0,0,1,2,0,1,0,0,0,.267,.347,.378,.725
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-08-03,Atlanta Braves,Pittsburgh Pirates,4,3,1,1,1,0,0,1,0,0,0,0,0,.268,.346,.380,.726
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-08-04,Atlanta Braves,Pittsburgh Pirates,4,3,0,0,0,0,0,1,0,2,0,0,0,.266,.343,.377,.720
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-08-05,St. Louis Cardinals,Atlanta Braves,1,1,0,0,0,0,0,0,0,0,0,0,0,.265,.342,.376,.718
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-08-06,St. Louis Cardinals,Atlanta Braves,5,5,1,3,0,0,0,1,0,0,0,0,0,.269,.345,.379,.724
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-08-07,St. Louis Cardinals,Atlanta Braves,4,3,1,2,0,0,0,2,1,0,0,0,0,.272,.348,.381,.729
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-08-08,Milwaukee Brewers,Atlanta Braves,5,5,1,2,1,0,1,1,0,1,0,0,0,.273,.349,.391,.740
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-08-09,Milwaukee Brewers,Atlanta Braves,4,4,0,1,0,0,0,1,0,0,0,0,0,.273,.348,.390,.738
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-08-10,Milwaukee Brewers,Atlanta Braves,4,4,0,1,0,0,0,0,0,2,0,0,0,.273,.347,.388,.735
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-08-11,Milwaukee Brewers,Atlanta Braves,5,5,0,2,0,0,0,1,0,1,0,0,0,.274,.348,.388,.736
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-08-12,Washington Nationals,Atlanta Braves,5,5,0,0,0,0,0,0,0,3,0,0,0,.271,.344,.384,.728
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-08-13,Washington Nationals,Atlanta Braves,4,4,0,1,1,0,0,0,0,0,0,0,0,.271,.343,.385,.728
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-08-14,Washington Nationals,Atlanta Braves,4,3,0,0,0,0,0,0,1,0,0,0,0,.269,.343,.382,.725
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-08-16,Atlanta Braves,Minnesota Twins,4,4,0,1,0,0,0,1,0,0,0,0,0,.269,.342,.381,.723
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-08-17,Atlanta Braves,Minnesota Twins,4,3,1,1,0,0,1,1,1,1,0,0,0,.269,.343,.388,.731
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-08-18,Atlanta Braves,Washington Nationals,4,3,0,1,0,0,0,1,0,2,0,0,0,.270,.342,.387,.729
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-08-19,Atlanta Braves,Washington Nationals,4,2,1,1,0,0,1,1,2,0,0,1,0,.271,.346,.394,.740
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-08-20,Atlanta Braves,Washington Nationals,5,5,0,0,0,0,0,0,0,0,0,0,0,.268,.342,.390,.732
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-08-21,Atlanta Braves,Washington Nationals,5,5,1,1,1,0,0,2,0,1,0,0,0,.267,.341,.390,.731
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-08-22,Arizona Diamondbacks,Atlanta Braves,5,5,0,3,1,0,0,1,0,1,0,0,0,.271,.343,.394,.737
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-08-23,Arizona Diamondbacks,Atlanta Braves,5,5,0,1,0,0,0,1,0,0,0,0,0,.270,.342,.392,.734
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-08-24,Arizona Diamondbacks,Atlanta Braves,6,5,3,3,2,0,0,2,1,1,0,0,0,.273,.346,.399,.745
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-08-25,Arizona Diamondbacks,Atlanta Braves,4,3,0,0,0,0,0,1,1,2,0,0,0,.272,.345,.396,.741
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-08-26,San Francisco Giants,Atlanta Braves,4,4,0,1,0,0,0,0,0,1,0,0,0,.272,.344,.395,.739
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-08-27,San Francisco Giants,Atlanta Braves,4,4,0,0,0,0,0,0,0,0,0,0,0,.269,.342,.392,.734
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-08-28,San Francisco Giants,Atlanta Braves,4,4,0,0,0,0,0,0,0,0,0,0,0,.267,.339,.389,.728
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-08-30,Atlanta Braves,San Diego Padres,4,3,1,2,0,0,0,0,1,0,0,0,0,.270,.342,.390,.732
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-08-31,Atlanta Braves,San Diego Padres,5,3,1,0,0,0,0,0,2,1,0,0,0,.268,.343,.388,.731
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-09-01,Atlanta Braves,San Diego Padres,4,4,0,0,0,0,0,0,0,1,0,0,0,.266,.340,.385,.725
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-09-02,Philadelphia Phillies,Atlanta Braves,5,4,0,2,1,0,0,1,1,1,0,1,0,.268,.343,.388,.731
21,Nick Markakis,32, 4/03/2006,185.42,95.256,2003,RF,L/L,2016-09-03,Philadelphia Phillies,Atlanta Braves,5,3,0,0,0,0,0,1,1,2,0,0,0,.266,.341,.386,.727
